Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Cover_Type
0.834543568,0.877777778,0.245283019,0.253212396,0.059649123,0.030478955,0.728346457,0.897637795,0.732,0.276132156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.850103734,0.147222222,0.226415094,0.24111867,0.092982456,0.18287373,0.893700787,0.838582677,0.472,0.270578183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.850622407,0.213888889,0.094339623,0.253212396,0.043859649,0.148911466,0.893700787,0.905511811,0.552,0.263600114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7406639,0.847222222,0.339622642,0.064247921,0.059649123,0.013788099,0.657480315,0.893700787,0.8,0.211478211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.751037344,0.952777778,0.20754717,0.365835223,0.045614035,0.622060958,0.775590551,0.877952756,0.656,0.798775278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.793568465,0.205555556,0.320754717,0.031746032,0.01754386,0.563134978,0.937007874,0.807086614,0.368,0.566647679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.836358921,0.275,0.094339623,0,0,0.875907112,0.897637795,0.917322835,0.56,0.061663344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.827541494,0.422222222,0.150943396,0.081632653,-0.001754386,0.324963716,0.905511811,0.94488189,0.568,0.230276275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.801089212,0.033333333,0.339622642,0.288737717,0.110526316,0.391582003,0.787401575,0.795275591,0.54,0.183850755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.798495851,0.183333333,0.245283019,0.253212396,0.189473684,0.274891147,0.913385827,0.838582677,0.44,0.53631444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.847251037,0.441666667,0.056603774,0.317460317,0.154385965,0.687518142,0.877952756,0.94488189,0.608,0.442751353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.770746888,0.958333333,0.226415094,0.022675737,0.007017544,0.047024673,0.771653543,0.87007874,0.652,0.11919681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.887448133,0.811111111,0.188679245,0.761904762,0.301754386,0.181132075,0.751968504,0.937007874,0.748,0.26502421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.771784232,0.008333333,0.226415094,0.113378685,0.015789474,0.352249637,0.803149606,0.854330709,0.6,0.292366847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.809387967,0.813888889,0.245283019,0.377173091,0.149122807,0.431785196,0.716535433,0.933070866,0.776,0.073056109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.848029046,0.766666667,0.301886792,0.638699924,0.20877193,0.483889695,0.692913386,0.952755906,0.82,0.14226716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.678682573,0.2,0.037735849,0,0,0.300435414,0.874015748,0.921259843,0.596,0.142836799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.768412863,0.244444444,0.20754717,0.151927438,0.029824561,0.767053701,0.929133858,0.874015748,0.464,0.285673597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.874740664,0.533333333,0.245283019,0.480725624,0.292982456,0.221770682,0.858267717,0.984251969,0.652,0.243805184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.877593361,0.213888889,0.377358491,0.276643991,0.178947368,0.321044993,0.94488189,0.783464567,0.324,0.354030191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.903526971,0.944444444,0.603773585,0.182917611,0.087719298,0.400725689,0.535433071,0.688976378,0.664,0.33110225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.836877593,0.097222222,0.150943396,0.132275132,0.073684211,0.233817126,0.862204724,0.877952756,0.556,0.258615779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.777489627,0.238888889,0.41509434,0.0718065,0.040350877,0.272714078,0.968503937,0.771653543,0.272,0.524494446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.852437759,0.747222222,0.320754717,0.213907785,0.124561404,0.496661829,0.681102362,0.960629921,0.836,0.269866135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.91623444,0.783333333,0.188679245,0.231292517,0.212280702,0.436429608,0.75984252,0.948818898,0.752,0.242381088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.817427386,0.269444444,0.226415094,0.12244898,0.033333333,0.788679245,0.940944882,0.877952756,0.448,0.278553119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.809128631,0.947222222,0.264150943,0.050642479,0.007017544,0.238461538,0.744094488,0.858267717,0.668,0.088009114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.772302905,0.991666667,0.094339623,0.358276644,0,0.498548621,0.838582677,0.909448819,0.628,0.80461407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.787603734,0.972222222,0.20754717,0,0,0.371407837,0.791338583,0.874015748,0.64,0.127029336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.741960581,0.688888889,0.150943396,0.090702948,0.01754386,0.090566038,0.795275591,0.972440945,0.728,0.067502136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.828060166,0.35,0.301886792,0.12244898,0.045614035,0.385341074,0.964566929,0.893700787,0.424,0.112788379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.810425311,0.083333333,0.490566038,0.417989418,0.363157895,0.323222061,0.795275591,0.68503937,0.38,0.329393335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.847251037,0.361111111,0.132075472,0.132275132,-0.050877193,0.416255443,0.917322835,0.929133858,0.544,0.044574195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.77593361,0.427777778,0.20754717,0.158730159,0.019298246,0.252539913,0.921259843,0.948818898,0.548,0.207205924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.792790456,0.161111111,0.169811321,0.050642479,0.005263158,0.513788099,0.893700787,0.87007874,0.508,0.07277129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.787603734,0.080555556,0.320754717,0.340136054,0.270175439,0.309433962,0.834645669,0.791338583,0.48,0.34448875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.814315353,0.958333333,0.094339623,0.132275132,0.019298246,0.366328012,0.822834646,0.909448819,0.64,0.193107377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.766078838,0.561111111,0.132075472,0,0,0.17256894,0.854330709,0.968503937,0.66,0.068356594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8031639,0.108333333,0.056603774,0.095993953,0,0.601886792,0.866141732,0.913385827,0.596,0.193249786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.856846473,0.386111111,0.396226415,0.163265306,0.031578947,0.188098694,0.968503937,0.897637795,0.396,0.421247508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.831950207,0.369444444,0.283018868,0.145124717,0.075438596,0.229753266,0.956692913,0.909448819,0.452,0.229279408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.81120332,0.172222222,0.20754717,0.136054422,0.049122807,0.34658926,0.905511811,0.850393701,0.472,0.23497579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.798236515,0.183333333,0.226415094,0.093726379,0.01754386,0.123222061,0.913385827,0.846456693,0.456,0.293506124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.835321577,0.808333333,0.245283019,0.22297808,0.128070175,0.190130624,0.720472441,0.933070866,0.78,0.310595272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.793827801,0.180555556,0.188679245,0.022675737,-0.010526316,0.178955007,0.905511811,0.87007874,0.492,0.167473654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.831690871,0.613888889,0.169811321,0.205593348,0.057894737,0.133236575,0.822834646,0.980314961,0.704,0.021788664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.728215768,0.95,0.566037736,0.064247921,0.063157895,0.538606676,0.57480315,0.716535433,0.664,0.819851894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.860995851,0.044444444,0.301886792,0.495086924,0.19122807,0.144121916,0.803149606,0.803149606,0.532,0.077328396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.737292531,0.019444444,0.150943396,0,0,0.204644412,0.830708661,0.885826772,0.604,0.342067787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.736255187,0.252777778,0.396226415,0.090702948,0.059649123,0.017416546,0.972440945,0.799212598,0.304,0.169040159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.81716805,0.313888889,0.075471698,0.022675737,0,0.06095791,0.88976378,0.929133858,0.58,0.209484477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8218361,0.080555556,0.20754717,0.145124717,0.052631579,0.333381713,0.850393701,0.850393701,0.536,0.359014526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.738070539,0.094444444,0.188679245,0.204081633,0.007017544,0.361393324,0.862204724,0.858267717,0.536,0.137852464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.874740664,0.791666667,0.58490566,0.192743764,-0.070175439,0.471407837,0.468503937,0.874015748,0.936,0.26829963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.876815353,0.608333333,0.226415094,0.458805745,0.307017544,0.294920174,0.811023622,0.988188976,0.72,0.17217317,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.821058091,0.427777778,0.339622642,0.181405896,0.077192982,0.292017417,0.937007874,0.940944882,0.496,0.465109655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.770228216,0.85,0.075471698,0.050642479,0.015789474,0.774165457,0.818897638,0.933070866,0.672,0.344061521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.802126556,0.413888889,0.20754717,0.0718065,-0.003508772,0.14179971,0.92519685,0.940944882,0.536,0.26146397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.842323651,0.238888889,0.20754717,0.064247921,0.019298246,0.344412192,0.929133858,0.87007874,0.46,0.248931928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.762966805,0,0.113207547,0.022675737,0.001754386,0.430043541,0.830708661,0.897637795,0.62,0.184562803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.832987552,0.147222222,0.169811321,0,0,0.352685051,0.88976378,0.87007874,0.516,0.226431216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.863848548,0.775,0.358490566,0.609977324,0.249122807,0.123802612,0.653543307,0.940944882,0.848,0.13571632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.844657676,0.05,0.188679245,0.513983371,0.380701754,0.424528302,0.834645669,0.862204724,0.572,0.469239533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.836099585,0.227777778,0.264150943,0.462585034,0.098245614,0.578374456,0.940944882,0.842519685,0.408,0.299487326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.858143154,0.483333333,0.245283019,0.29478458,0.19122807,0.461248186,0.893700787,0.968503937,0.592,0.078752492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.677126556,0.052777778,0.169811321,0.045351474,0.001754386,0.488969521,0.842519685,0.874015748,0.576,0.388066078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.699170124,0.85,0.132075472,0.151927438,0.028070175,0.044847605,0.791338583,0.929133858,0.696,0.034178297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.795383817,0.997222222,0.471698113,0.050642479,0.028070175,0.146298984,0.688976378,0.732283465,0.568,0.299202506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.830134855,0.233333333,0.188679245,0.113378685,0.01754386,0.061538462,0.921259843,0.881889764,0.484,0.2648818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.832987552,0.233333333,0.396226415,0.143613001,0.110526316,0.576342525,0.960629921,0.787401575,0.3,0.2053546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.827022822,0.261111111,0.075471698,0.045351474,0.005263158,0.210595065,0.885826772,0.921259843,0.576,0.085872971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.805757261,0.494444444,0.20754717,0.081632653,-0.010526316,0.122641509,0.885826772,0.968503937,0.612,0.2351182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.801089212,0.305555556,0.358490566,0.143613001,0.054385965,0.499854862,0.980314961,0.850393701,0.352,0.070777556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.826504149,0.866666667,0.452830189,0.264550265,0.261403509,0.017997097,0.582677165,0.842519685,0.812,0.309883224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.872147303,0.452777778,0.245283019,0.396069539,0.059649123,0.141219158,0.913385827,0.956692913,0.56,0.608088864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.712655602,0.861111111,0.339622642,0.022675737,0.010526316,0.335268505,0.665354331,0.885826772,0.78,0.084591285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.840767635,0.969444444,0.226415094,0.557823129,0.071929825,0.285195936,0.779527559,0.866141732,0.644,0.077328396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.840248963,0,0.264150943,0.050642479,0.014035088,0.329317852,0.779527559,0.834645669,0.604,0.376246084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
